Metric,Sample Size,Mean Value,Median Value,Sample Q05,Sample Q95,Empirical CI Rel Width,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Std,Bootstrap CI Low,Bootstrap CI High,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Estimated Number of Acyclic Paths,800,21.51362570327376,15.848931924611133,6.309573444801933,69.18309709189366,2.9224977934576675,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,900,22.613476317045958,15.848931924611133,6.309573444801933,69.18309709189366,2.7803564018902254,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Estimated Number of Acyclic Paths,1000,26.726455907788317,22.90867652767773,9.120108393559097,69.18309709189366,2.247323360252629,,,,,,,0.36111930636305817,3.634370858338556e-32,0.6473881619245807,7.461450400688192e-120,,False
Lempel-Ziv Complexity,100,133.71,128.5,115.0,158.14999999999998,0.3227133348291076,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,200,231.44,238.5,190.0,266.05,0.3285948842032493,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,300,313.58,324.0,254.95,358.69999999999993,0.33085655972957445,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,400,392.77,400.0,317.65,459.2,0.3603890317488607,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,500,469.09,470.5,376.45,530.0,0.32733590568973975,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,600,533.95,538.5,429.9,609.35,0.336080157318101,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,700,600.85,599.0,492.45,680.05,0.31222434883914446,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,800,674.26,662.0,559.1,818.05,0.3840506629490107,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,900,716.18,721.5,584.95,804.1,0.3059984919992181,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Lempel-Ziv Complexity,1000,796.56,787.5,689.45,888.55,0.2499497840715074,,,,,,,0.9672313582921949,0.0,0.9699353723130664,0.0,,False
Max. Trace Length,100,7.38,6.0,6.0,10.0,0.5420054200542006,,,,,,,0.3025533045953301,1.294828490748581e-22,0.3827317930044727,3.101655595898593e-36,,False
Max. Trace Length,200,8.18,9.0,6.0,10.0,0.48899755501222497,,,,,,,0.3025533045953301,1.294828490748581e-22,0.3827317930044727,3.101655595898593e-36,,False
