Metric,Sample Size,Mean Value,Median Value,Bootstrap CI Low,Bootstrap CI High,Sample CI Low,Sample CI High,Sample CI Rel Width,Sample Q05,Sample Q95,Empirical CI Rel Width,Pearson Rho,Pearson P,Spearman Rho,Spearman P,Plateau n,Plateau Found
Number of Distinct Traces,100,55.8,56.0,,,38.475,67.52499999999999,0.5206093189964156,40.95,66.0,0.4489247311827957,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,200,106.1,107.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,300,153.07,154.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,400,195.89,196.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,500,237.55,236.5,,,166.8,274.04999999999995,0.4514838981267099,194.45,271.05,0.3224584298042518,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,600,283.45,283.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,700,329.65,331.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,800,369.19,375.5,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,900,403.43,403.0,,,,,,,,,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Distinct Traces,1000,442.64,441.0,,,338.75,500.525,0.36547758901138616,345.95,498.1,0.3437330562082054,0.9758897512392009,0.0,0.9754781391235458,0.0,,False
Number of Events,100,1971.5,1964.0,,,1329.7250000000004,2528.525,0.60806492518387,1497.05,2452.5499999999997,0.48465635303068716,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,200,4029.06,4080.0,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,300,6089.76,6098.5,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,400,8035.58,8138.5,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,500,9930.33,9798.0,,,7697.725,11506.825,0.3835824187111607,8377.25,11342.2,0.29857517323190674,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,600,12074.27,12369.5,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,700,14191.93,14519.5,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,800,16270.91,16631.0,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,900,17973.49,18477.0,,,,,,,,,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Events,1000,19923.12,20425.0,,,16638.225,22070.524999999998,0.2726631170218319,16911.15,21813.1,0.24604329040832948,0.984044925959033,0.0,0.9834908487349145,0.0,,False
Number of Ties in Paths to Goal,100,1700.83,1700.0,,,974.0500000000002,2312.8999999999996,0.78717449715727,1169.0,2221.1499999999996,0.6186097375987016,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,200,3429.81,3494.5,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,300,5121.42,5149.5,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,400,6671.28,6800.5,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,500,8126.08,8012.0,,,5687.75,9881.875,0.5161313942269827,6441.65,9632.35,0.3926493463022762,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,600,9874.52,10145.0,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,700,11538.04,11864.0,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,800,13172.86,13600.5,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,900,14391.43,14952.5,,,,,,,,,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
Number of Ties in Paths to Goal,1000,15868.72,16345.5,,,12241.325,18133.575,0.37131224194516005,12592.25,17978.05,0.33939725447295055,0.9699531076582446,0.0,0.9704823707380367,0.0,,False
